object_id,split,count,M,state_dim,state_min,state_max
fhn32,train,320,1024,64,-1.8461918705111748,0.22475196486047053
fhn32,val,80,1024,64,-1.8461918705111748,0.22475196486047053
fhn32,test,80,1024,64,-1.8461918705111748,0.22475196486047053
fhn64,train,320,1024,128,-1.8345838693745253,0.1971095076982076
fhn64,val,80,1024,128,-1.8345838693745253,0.1971095076982076
fhn64,test,80,1024,128,-1.8345838693745253,0.1971095076982076
ks64,train,320,1024,64,-3.095513972691621,3.093957600356036
ks64,val,80,1024,64,-3.095513972691621,3.093957600356036
ks64,test,80,1024,64,-3.095513972691621,3.093957600356036
